project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-000118,Sheohar Industrial Corridor Expressway Development,Industrial Corridor,Bihar,Sheohar,USR-01005,2,704.43,2420,5442,9476742896.52,2018-06-18,2020-06-17,R&R,Active,2018-06-18 09:00:00,2019-01-11 09:00:00
LG-000119,Sitamarhi Highway Irrigation Modernization,Highway,Bihar,Sitamarhi,USR-00908,14,885.63,1218,1911,17939350051.08,2020-03-11,2025-03-10,Approval,Active,2020-03-11 09:00:00,2020-04-07 09:00:00
LG-000120,Siwan Power Project Irrigation Modernization,Power Project,Bihar,Siwan,USR-00908,11,8550.98,4512,10360,86546952862.34,2024-11-21,2030-11-20,Documentation,Completed,2024-11-21 09:00:00,2025-02-04 09:00:00
LG-000121,Supaul Water Supply Metro Line Extension,Water Supply,Bihar,Supaul,USR-01005,4,1698.8,1654,2197,83967315091.6,2021-06-20,2026-06-19,Final Handover,Active,2021-06-20 09:00:00,2021-11-12 09:00:00
LG-000122,Vaishali Railway Freight Corridor Expansion,Railway,Bihar,Vaishali,USR-00994,39,8228.76,1362,3260,84970119925.16,2020-05-01,2023-05-01,Compensation,Active,2020-05-01 09:00:00,2020-05-26 09:00:00
LG-000123,West Champaran Power Project Metro Line Extension,Power Project,Bihar,West Champaran,USR-00994,39,8207.9,3339,4836,78491709183.04,2022-02-22,2028-02-21,Objection/Hearing,Active,2022-02-22 09:00:00,2022-11-01 09:00:00
LG-000124,Balod Water Supply Ring Road Phase II,Water Supply,Chhattisgarh,Balod,USR-00902,30,3272.12,2781,3676,94018252995.34,2023-04-13,2028-04-11,Land Identification,Cancelled,2023-04-13 09:00:00,2023-05-22 09:00:00
LG-000125,Baloda Bazar Power Project Expressway Development,Power Project,Chhattisgarh,Baloda Bazar,USR-00902,12,3519.67,305,739,20022690674.57,2020-07-21,2026-07-20,Compensation,Active,2020-07-21 09:00:00,2020-10-02 09:00:00
LG-000126,Balrampur Highway Industrial Cluster Feeder,Highway,Chhattisgarh,Balrampur,USR-00965,26,3609.37,111,169,98052585381.33,2024-02-11,2029-02-09,Possession,Active,2024-02-11 09:00:00,2024-08-02 09:00:00
LG-000127,Bastar Railway Power Grid Link,Railway,Chhattisgarh,Bastar,USR-00911,12,2180.46,4474,5661,8027029841.4,2024-09-27,2030-09-26,Survey,Active,2024-09-27 09:00:00,2025-02-01 09:00:00
LG-000128,Bemetara Highway Expressway Development,Highway,Chhattisgarh,Bemetara,USR-00968,12,2964.55,875,1833,66869965623.64,2023-01-09,2025-01-08,R&R,Active,2023-01-09 09:00:00,2023-01-30 09:00:00
LG-000129,Bijapur Highway Smart City Water Network,Highway,Chhattisgarh,Bijapur,USR-00968,30,7335.8,960,1305,72567525060.39,2023-05-22,2026-05-21,Legal Resolution,Completed,2023-05-22 09:00:00,2024-01-11 09:00:00
LG-000130,Bilaspur Highway Irrigation Modernization,Highway,Chhattisgarh,Bilaspur,USR-00902,3,3098.48,1861,3765,76545642292.17,2018-11-23,2022-11-22,Objection/Hearing,Active,2018-11-23 09:00:00,2019-06-26 09:00:00
LG-000131,Dantewada Water Supply Smart City Water Network,Water Supply,Chhattisgarh,Dantewada,USR-00965,31,7201.38,3162,5273,48070986914.54,2018-09-12,2021-09-11,Compensation,Cancelled,2018-09-12 09:00:00,2018-09-26 09:00:00
LG-000132,Dhamtari Highway Irrigation Modernization,Highway,Chhattisgarh,Dhamtari,USR-00911,32,4757.66,1817,3270,34321322576.5,2021-02-15,2024-02-15,Legal Resolution,Active,2021-02-15 09:00:00,2021-10-10 09:00:00
LG-000133,Durg Dam Metro Line Extension,Dam,Chhattisgarh,Durg,USR-00965,26,4589.92,206,274,50582928557.85,2020-07-14,2025-07-13,Notification,Completed,2020-07-14 09:00:00,2021-02-02 09:00:00
LG-000134,Gariaband Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Chhattisgarh,Gariaband,USR-00965,7,7498.01,693,1188,11090562141.78,2021-12-18,2026-12-17,Compensation,Active,2021-12-18 09:00:00,2022-03-07 09:00:00
LG-000135,Gaurela-Pendra-Marwahi Highway Smart City Water Network,Highway,Chhattisgarh,Gaurela-Pendra-Marwahi,USR-01010,30,340.9,2270,3371,79923269628.9,2023-11-10,2026-11-09,Survey,Active,2023-11-10 09:00:00,2024-04-06 09:00:00
LG-000136,Janjgir-Champa Airport Smart City Water Network,Airport,Chhattisgarh,Janjgir-Champa,USR-00902,28,7425.9,1102,2071,63271011102.4,2023-07-14,2025-07-13,Possession,Active,2023-07-14 09:00:00,2024-02-23 09:00:00
LG-000137,Jashpur Power Project Irrigation Modernization,Power Project,Chhattisgarh,Jashpur,USR-00926,16,8250.17,58,75,96853790201.07,2020-03-28,2026-03-27,Documentation,Active,2020-03-28 09:00:00,2020-10-16 09:00:00
LG-000138,Kabirdham Industrial Corridor Smart City Water Network,Industrial Corridor,Chhattisgarh,Kabirdham,USR-00894,9,8457.33,3681,8985,41460945618.36,2022-11-11,2024-11-10,Survey,Active,2022-11-11 09:00:00,2023-03-28 09:00:00
LG-000139,Kanker Railway Ring Road Phase II,Railway,Chhattisgarh,Kanker,USR-00968,13,233.04,828,1533,23889438487.12,2023-04-21,2029-04-19,Possession,Active,2023-04-21 09:00:00,2023-12-16 09:00:00
LG-000140,Kondagaon Canal Metro Line Extension,Canal,Chhattisgarh,Kondagaon,USR-01010,12,5216.24,2381,3982,21354707361.08,2018-07-07,2021-07-06,Approval,Active,2018-07-07 09:00:00,2018-07-25 09:00:00
LG-000141,Korba Highway Irrigation Modernization,Highway,Chhattisgarh,Korba,USR-00926,7,612.35,435,795,25722987770.57,2023-04-19,2025-04-18,Possession,Active,2023-04-19 09:00:00,2023-06-04 09:00:00
LG-000142,Koriya Railway Power Grid Link,Railway,Chhattisgarh,Koriya,USR-00968,27,4090.5,2645,6615,73279075861.02,2022-08-27,2028-08-25,Objection/Hearing,Active,2022-08-27 09:00:00,2023-01-08 09:00:00
LG-000143,Mahasamund Highway Bypass Construction,Highway,Chhattisgarh,Mahasamund,USR-00911,32,4242.64,1316,1675,41693518541.32,2021-05-22,2026-05-21,Survey,Active,2021-05-22 09:00:00,2021-07-10 09:00:00
LG-000144,Manendragarh-Chirmiri-Bharatpur Canal Bypass Construction,Canal,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,USR-00894,19,2689.21,1838,4068,21362572811.5,2024-11-10,2027-11-10,Survey,Active,2024-11-10 09:00:00,2024-12-27 09:00:00
LG-000145,Mohla-Manpur-Ambagarh Chowki Railway Metro Line Extension,Railway,Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,USR-00911,29,2142.51,1075,1792,53207925564.22,2020-01-07,2022-01-06,Legal Resolution,Active,2020-01-07 09:00:00,2020-01-21 09:00:00
LG-000146,Mungeli Highway Bypass Construction,Highway,Chhattisgarh,Mungeli,USR-00965,5,2711.42,4822,8610,97650902191.06,2021-01-19,2027-01-18,Compensation,Cancelled,2021-01-19 09:00:00,2021-07-10 09:00:00
LG-000147,Narayanpur Railway Metro Line Extension,Railway,Chhattisgarh,Narayanpur,USR-00911,11,2005.53,3243,5546,41382206514.35,2021-08-12,2025-08-11,Compensation,Completed,2021-08-12 09:00:00,2022-06-06 09:00:00
LG-000148,Raigarh Railway Irrigation Modernization,Railway,Chhattisgarh,Raigarh,USR-00968,24,7731.86,3952,6252,40202293260.12,2022-11-02,2028-10-31,R&R,Active,2022-11-02 09:00:00,2023-04-01 09:00:00
LG-000149,Raipur Industrial Corridor Bypass Construction,Industrial Corridor,Chhattisgarh,Raipur,USR-00965,14,1745.75,4719,8235,17473637739.33,2020-01-04,2024-01-03,Objection/Hearing,Active,2020-01-04 09:00:00,2020-05-20 09:00:00
LG-000150,Rajnandgaon Canal Metro Line Extension,Canal,Chhattisgarh,Rajnandgaon,USR-00911,14,5331.93,751,1562,63150235425.36,2018-08-06,2020-08-05,Final Handover,Active,2018-08-06 09:00:00,2018-12-19 09:00:00
LG-000151,Sarangarh-Bilaigarh Railway Metro Line Extension,Railway,Chhattisgarh,Sarangarh-Bilaigarh,USR-00902,22,1893.48,373,524,40506518522.54,2020-09-27,2024-09-26,Possession,On Hold,2020-09-27 09:00:00,2020-11-29 09:00:00
LG-000152,Sakti Metro Smart City Water Network,Metro,Chhattisgarh,Sakti,USR-00894,27,4853.77,2308,2585,4859837808.11,2023-08-26,2027-08-25,Compensation,On Hold,2023-08-26 09:00:00,2024-01-07 09:00:00
LG-000153,Sukma Highway Industrial Cluster Feeder,Highway,Chhattisgarh,Sukma,USR-01010,32,483.15,2492,5759,47752059450.13,2024-02-09,2026-02-08,Legal Resolution,Completed,2024-02-09 09:00:00,2024-08-18 09:00:00
LG-000154,Surajpur Airport Bypass Construction,Airport,Chhattisgarh,Surajpur,USR-00902,18,2508.53,2045,3572,42239100245.0,2022-02-10,2028-02-09,Legal Resolution,Active,2022-02-10 09:00:00,2022-09-10 09:00:00
LG-000155,Surguja Highway Smart City Water Network,Highway,Chhattisgarh,Surguja,USR-00894,38,5848.29,2202,4962,46537763569.94,2022-12-28,2028-12-26,Compensation,Completed,2022-12-28 09:00:00,2023-10-10 09:00:00
LG-000156,Khairagarh-Chhuikhadan-Gandai Power Project Freight Corridor Expansion,Power Project,Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,USR-01010,17,77.56,2552,3722,91691515365.97,2021-09-10,2026-09-09,Compensation,Completed,2021-09-10 09:00:00,2021-10-10 09:00:00
LG-000157,North Goa Highway Greenfield Connector,Highway,Goa,North Goa,USR-00922,34,2201.94,1948,3840,83433268448.59,2024-10-17,2029-10-16,Final Handover,Completed,2024-10-17 09:00:00,2025-01-05 09:00:00
LG-000158,South Goa Railway Greenfield Connector,Railway,Goa,South Goa,USR-00896,18,8571.69,178,398,99681546119.9,2019-09-06,2021-09-05,Survey,Active,2019-09-06 09:00:00,2019-11-06 09:00:00
LG-000159,Ahmedabad Highway Smart City Water Network,Highway,Gujarat,Ahmedabad,USR-00886,1,6477.63,491,772,89570961477.97,2020-02-21,2022-02-20,Documentation,Completed,2020-02-21 09:00:00,2020-03-17 09:00:00
LG-000160,Amreli Urban Development Freight Corridor Expansion,Urban Development,Gujarat,Amreli,USR-00872,17,6238.3,3939,7052,58944972484.24,2023-08-06,2027-08-05,Objection/Hearing,Active,2023-08-06 09:00:00,2023-08-19 09:00:00
LG-000161,Anand Water Supply Freight Corridor Expansion,Water Supply,Gujarat,Anand,USR-00988,38,3845.53,2468,2986,31917192043.21,2022-09-20,2028-09-18,R&R,Completed,2022-09-20 09:00:00,2022-09-30 09:00:00
LG-000162,Aravalli Water Supply Metro Line Extension,Water Supply,Gujarat,Aravalli,USR-00897,8,6868.56,4778,11537,33718205466.46,2024-05-12,2030-05-11,Survey,Completed,2024-05-12 09:00:00,2024-11-26 09:00:00
LG-000163,Banaskantha Water Supply Power Grid Link,Water Supply,Gujarat,Banaskantha,USR-00872,29,2518.52,1771,3133,4535461501.98,2018-09-09,2021-09-08,Approval,Active,2018-09-09 09:00:00,2019-02-13 09:00:00
LG-000164,Bharuch Canal Industrial Cluster Feeder,Canal,Gujarat,Bharuch,USR-00897,26,9316.26,2006,4138,74136320163.17,2021-02-28,2027-02-27,Objection/Hearing,Active,2021-02-28 09:00:00,2021-07-27 09:00:00
LG-000165,Bhavnagar Urban Development Freight Corridor Expansion,Urban Development,Gujarat,Bhavnagar,USR-00975,34,7664.78,4255,7246,91292060878.43,2018-09-23,2021-09-22,Notification,Active,2018-09-23 09:00:00,2019-03-17 09:00:00
LG-000166,Botad Railway Smart City Water Network,Railway,Gujarat,Botad,USR-00886,16,7910.92,1910,2457,27294431426.19,2019-10-26,2023-10-25,Notification,Completed,2019-10-26 09:00:00,2020-03-22 09:00:00
LG-000167,Chhota Udaipur Water Supply Irrigation Modernization,Water Supply,Gujarat,Chhota Udaipur,USR-00886,2,7879.52,274,316,39271010216.45,2020-06-09,2025-06-08,Legal Resolution,Active,2020-06-09 09:00:00,2020-12-13 09:00:00
LG-000168,Dahod Airport Metro Line Extension,Airport,Gujarat,Dahod,USR-00872,28,7007.67,2900,4465,80743054407.85,2018-11-25,2024-11-23,Survey,Active,2018-11-25 09:00:00,2019-01-29 09:00:00
LG-000169,Dang Highway Freight Corridor Expansion,Highway,Gujarat,Dang,USR-00872,9,9731.47,2835,3628,3988233330.18,2021-03-10,2025-03-09,Final Handover,On Hold,2021-03-10 09:00:00,2021-10-23 09:00:00
LG-000170,Devbhumi Dwarka Power Project Smart City Water Network,Power Project,Gujarat,Devbhumi Dwarka,USR-00897,24,8031.61,1952,2301,89488027327.55,2019-10-01,2021-09-30,Survey,Active,2019-10-01 09:00:00,2020-02-24 09:00:00
LG-000171,Gandhinagar Highway Irrigation Modernization,Highway,Gujarat,Gandhinagar,USR-00897,22,8191.24,3032,6788,66802436749.58,2023-02-26,2025-02-25,Notification,Completed,2023-02-26 09:00:00,2023-04-08 09:00:00
LG-000172,Gir Somnath Power Project Bypass Construction,Power Project,Gujarat,Gir Somnath,USR-00872,34,2351.12,3167,5540,6674264544.6,2018-09-23,2021-09-22,Legal Resolution,Active,2018-09-23 09:00:00,2019-02-08 09:00:00
LG-000173,Jamnagar Metro Ring Road Phase II,Metro,Gujarat,Jamnagar,USR-00897,27,3569.89,2722,5232,70731990195.1,2020-07-18,2026-07-17,Possession,Completed,2020-07-18 09:00:00,2021-02-18 09:00:00
LG-000174,Junagadh Highway Ring Road Phase II,Highway,Gujarat,Junagadh,USR-00897,15,266.03,4785,9463,46620179067.1,2022-06-10,2026-06-09,Approval,Active,2022-06-10 09:00:00,2022-09-18 09:00:00
LG-000175,Kheda Railway Power Grid Link,Railway,Gujarat,Kheda,USR-00988,8,8204.68,2256,3168,41634556250.03,2021-05-07,2024-05-06,Objection/Hearing,Completed,2021-05-07 09:00:00,2021-07-08 09:00:00
LG-000176,Kutch Highway Expressway Development,Highway,Gujarat,Kutch,USR-00872,9,1252.03,3392,8503,29864096596.33,2023-11-02,2025-11-01,Survey,Active,2023-11-02 09:00:00,2023-12-21 09:00:00
LG-000177,Mahisagar Industrial Corridor Metro Line Extension,Industrial Corridor,Gujarat,Mahisagar,USR-00975,8,1137.81,4327,9690,33056906421.5,2024-02-04,2028-02-03,Survey,Completed,2024-02-04 09:00:00,2024-10-23 09:00:00
LG-000178,Mehsana Railway Metro Line Extension,Railway,Gujarat,Mehsana,USR-00988,11,1676.37,4608,8124,93118304526.22,2024-06-17,2030-06-16,Possession,Completed,2024-06-17 09:00:00,2024-10-03 09:00:00
LG-000179,Morbi Highway Irrigation Modernization,Highway,Gujarat,Morbi,USR-00938,29,1482.99,2211,4865,82907986199.64,2021-06-20,2025-06-19,Documentation,Completed,2021-06-20 09:00:00,2021-09-07 09:00:00
LG-000180,Narmada Highway Smart City Water Network,Highway,Gujarat,Narmada,USR-00988,18,2425.26,3718,7674,75236555705.83,2021-08-03,2024-08-02,Approval,Active,2021-08-03 09:00:00,2022-04-25 09:00:00
LG-000181,Navsari Industrial Corridor Metro Line Extension,Industrial Corridor,Gujarat,Navsari,USR-00897,12,6176.67,459,988,32206930271.04,2021-09-07,2027-09-06,Approval,Active,2021-09-07 09:00:00,2021-10-01 09:00:00
LG-000182,Panchmahal Railway Greenfield Connector,Railway,Gujarat,Panchmahal,USR-00872,27,8618.47,438,767,72972348128.95,2021-05-28,2025-05-27,Possession,Completed,2021-05-28 09:00:00,2021-07-11 09:00:00
LG-000183,Patan Urban Development Greenfield Connector,Urban Development,Gujarat,Patan,USR-00897,5,1935.98,1420,1913,83055401593.77,2019-01-10,2023-01-09,Documentation,Active,2019-01-10 09:00:00,2019-10-12 09:00:00
LG-000184,Porbandar Urban Development Irrigation Modernization,Urban Development,Gujarat,Porbandar,USR-00897,36,1218.65,4599,6585,78004982366.46,2021-05-07,2024-05-06,Land Identification,Active,2021-05-07 09:00:00,2021-10-27 09:00:00
LG-000185,Rajkot Railway Freight Corridor Expansion,Railway,Gujarat,Rajkot,USR-00988,34,4170.61,4499,5154,24103730903.54,2023-12-12,2027-12-11,R&R,Active,2023-12-12 09:00:00,2024-09-04 09:00:00
LG-000186,Sabarkantha Highway Irrigation Modernization,Highway,Gujarat,Sabarkantha,USR-00872,27,2168.39,3080,4173,65949845354.56,2020-05-17,2025-05-16,Final Handover,On Hold,2020-05-17 09:00:00,2021-02-05 09:00:00
LG-000187,Surat Power Project Greenfield Connector,Power Project,Gujarat,Surat,USR-00886,38,4853.54,1336,2714,81686019088.22,2022-09-19,2028-09-17,Legal Resolution,Active,2022-09-19 09:00:00,2022-12-29 09:00:00
LG-000188,Surendranagar Canal Expressway Development,Canal,Gujarat,Surendranagar,USR-00975,17,659.83,2238,2526,19557482347.3,2022-05-17,2025-05-16,Compensation,On Hold,2022-05-17 09:00:00,2022-11-05 09:00:00
LG-000189,Tapi Highway Smart City Water Network,Highway,Gujarat,Tapi,USR-00988,7,227.1,1682,4119,67064267782.86,2021-09-28,2026-09-27,Compensation,Active,2021-09-28 09:00:00,2022-07-12 09:00:00
LG-000190,Vadodara Canal Metro Line Extension,Canal,Gujarat,Vadodara,USR-00872,15,7332.89,2958,3846,60367248559.46,2021-09-09,2027-09-08,Land Identification,Active,2021-09-09 09:00:00,2022-04-13 09:00:00
LG-000191,Valsad Highway Freight Corridor Expansion,Highway,Gujarat,Valsad,USR-00975,25,5787.51,4934,7048,14535091908.46,2020-03-18,2025-03-17,Notification,Completed,2020-03-18 09:00:00,2020-12-18 09:00:00
LG-000192,Ambala Airport Smart City Water Network,Airport,Haryana,Ambala,USR-00869,34,9891.8,2249,4568,21554520325.08,2023-11-22,2028-11-20,Objection/Hearing,Active,2023-11-22 09:00:00,2024-05-05 09:00:00
LG-000193,Bhiwani Urban Development Irrigation Modernization,Urban Development,Haryana,Bhiwani,USR-01012,35,7529.7,4721,9562,18942035752.9,2019-06-28,2024-06-26,Notification,On Hold,2019-06-28 09:00:00,2019-10-12 09:00:00
LG-000194,Charkhi Dadri Urban Development Expressway Development,Urban Development,Haryana,Charkhi Dadri,USR-01012,3,9323.8,460,1162,46100278461.13,2021-01-18,2027-01-17,Possession,Active,2021-01-18 09:00:00,2021-07-16 09:00:00
LG-000195,Faridabad Power Project Ring Road Phase II,Power Project,Haryana,Faridabad,USR-00960,21,9412.61,1670,2774,50971927301.96,2022-07-16,2026-07-15,Legal Resolution,Active,2022-07-16 09:00:00,2023-02-10 09:00:00
LG-000196,Fatehabad Water Supply Metro Line Extension,Water Supply,Haryana,Fatehabad,USR-00960,1,9789.73,2632,4721,29432116064.99,2019-08-14,2022-08-13,Land Identification,Completed,2019-08-14 09:00:00,2019-11-21 09:00:00
LG-000197,Gurugram Airport Bypass Construction,Airport,Haryana,Gurugram,USR-00930,28,4915.52,4840,10832,18250258060.92,2019-06-15,2024-06-13,Objection/Hearing,On Hold,2019-06-15 09:00:00,2019-08-04 09:00:00
LG-000198,Hisar Canal Smart City Water Network,Canal,Haryana,Hisar,USR-00930,30,7585.89,4846,11964,37368352071.57,2024-01-25,2028-01-24,Land Identification,Active,2024-01-25 09:00:00,2024-07-05 09:00:00
LG-000199,Jhajjar Dam Industrial Cluster Feeder,Dam,Haryana,Jhajjar,USR-01012,2,5745.22,3838,7047,81639524522.74,2024-07-10,2029-07-09,Documentation,Completed,2024-07-10 09:00:00,2025-01-05 09:00:00
LG-000200,Jind Highway Ring Road Phase II,Highway,Haryana,Jind,USR-00923,13,4484.52,2231,3992,1734007235.8,2019-09-26,2022-09-25,Legal Resolution,On Hold,2019-09-26 09:00:00,2020-01-11 09:00:00
LG-000201,Kaithal Metro Greenfield Connector,Metro,Haryana,Kaithal,USR-01012,15,2243.35,4287,10074,34760802652.4,2022-08-18,2028-08-16,Survey,Active,2022-08-18 09:00:00,2023-03-09 09:00:00
LG-000202,Karnal Power Project Freight Corridor Expansion,Power Project,Haryana,Karnal,USR-00930,26,6519.81,3508,8049,77975806602.46,2021-09-21,2023-09-21,Legal Resolution,Active,2021-09-21 09:00:00,2022-01-15 09:00:00
LG-000203,Kurukshetra Highway Metro Line Extension,Highway,Haryana,Kurukshetra,USR-00869,33,8539.88,4875,8801,17112978561.58,2022-03-12,2025-03-11,Land Identification,Active,2022-03-12 09:00:00,2022-05-19 09:00:00
LG-000204,Mahendragarh Industrial Corridor Expressway Development,Industrial Corridor,Haryana,Mahendragarh,USR-00923,39,4654.22,1795,2076,77653414855.22,2021-12-14,2024-12-13,Survey,Active,2021-12-14 09:00:00,2022-04-30 09:00:00
LG-000205,Nuh Railway Industrial Cluster Feeder,Railway,Haryana,Nuh,USR-00923,20,2295.36,1789,3643,73598815993.03,2018-10-20,2024-10-18,Objection/Hearing,Active,2018-10-20 09:00:00,2019-06-18 09:00:00
LG-000206,Palwal Canal Irrigation Modernization,Canal,Haryana,Palwal,USR-00923,36,1663.05,3358,5809,68371010218.55,2023-01-20,2028-01-19,Land Identification,On Hold,2023-01-20 09:00:00,2023-10-06 09:00:00
LG-000207,Panchkula Railway Power Grid Link,Railway,Haryana,Panchkula,USR-01012,33,583.81,564,781,80368618545.23,2019-05-28,2024-05-26,R&R,Active,2019-05-28 09:00:00,2019-06-11 09:00:00
LG-000208,Panipat Urban Development Ring Road Phase II,Urban Development,Haryana,Panipat,USR-00869,8,8985.08,3940,8788,77942006431.53,2024-11-01,2027-11-01,Objection/Hearing,Active,2024-11-01 09:00:00,2025-02-18 09:00:00
LG-000209,Rewari Railway Irrigation Modernization,Railway,Haryana,Rewari,USR-00869,33,2556.33,823,1931,88575968264.1,2018-01-09,2021-01-08,Documentation,Active,2018-01-09 09:00:00,2018-04-24 09:00:00
LG-000210,Rohtak Highway Expressway Development,Highway,Haryana,Rohtak,USR-01012,37,5500.87,4166,7834,64396433838.02,2019-03-03,2024-03-01,Legal Resolution,Active,2019-03-03 09:00:00,2019-10-30 09:00:00
LG-000211,Sirsa Canal Industrial Cluster Feeder,Canal,Haryana,Sirsa,USR-01012,2,8479.63,1086,1306,80451073462.55,2018-05-14,2024-05-12,Land Identification,Active,2018-05-14 09:00:00,2019-01-27 09:00:00
LG-000212,Sonipat Airport Greenfield Connector,Airport,Haryana,Sonipat,USR-00923,37,4903.53,243,535,49167069879.12,2020-09-04,2024-09-03,R&R,Active,2020-09-04 09:00:00,2021-02-20 09:00:00
LG-000213,Yamunanagar Power Project Expressway Development,Power Project,Haryana,Yamunanagar,USR-01012,33,6480.27,4313,8724,39762170421.7,2021-04-08,2025-04-07,Compensation,Active,2021-04-08 09:00:00,2021-07-21 09:00:00
